id,magnitude,place,time,longitude,latitude,depth_km
us7000fane,5.1,South Sandwich Islands region,2021-09-13 02:34:04.506,-26.3224,-59.8361,47.91
us7000fc4g,5.1,South Sandwich Islands region,2021-09-13 01:45:42.142,-26.4165,-59.8213,35.0
us7000fc40,4.5,"south of Java, Indonesia",2021-09-12 23:32:36.569,112.3688,-11.2032,10.0
us7000fc3z,4.7,"132 km SW of Merizo Village, Guam",2021-09-12 22:57:03.032,143.9908,12.2742,10.0
us7000fc41,4.6,South Sandwich Islands region,2021-09-12 20:17:56.709,-27.2444,-61.1815,10.0
us7000fc3u,4.6,West Chile Rise,2021-09-12 19:21:42.677,-92.5545,-38.1792,10.0
us7000fakr,4.7,"160 km S of False Pass, Alaska",2021-09-12 17:03:09.662,-163.5638,53.4125,10.0
us7000fc3p,4.6,Kermadec Islands region,2021-09-12 16:12:28.104,-176.9288,-29.1388,35.0
us7000fc3j,4.5,Banda Sea,2021-09-12 14:14:07.110,128.8371,-6.4688,232.85
us7000fc3g,4.5,"Kermadec Islands, New Zealand",2021-09-12 13:38:04.445,-177.4024,-30.2926,10.0
us7000fajk,4.7,"238 km NNE of Tobelo, Indonesia",2021-09-12 13:34:34.651,128.7363,3.7563,10.0
us7000fajb,4.6,"36 km NNW of Komodo, Indonesia",2021-09-12 13:10:02.665,119.4155,-8.2688,152.87
us7000faix,5.2,"79 km NW of Hihifo, Tonga",2021-09-12 11:57:37.062,-174.2996,-15.4257,187.49
us7000faib,4.7,"139 km WSW of Santiago de Cao, Peru",2021-09-12 10:59:59.842,-80.3827,-8.5016,10.0
us7000fahr,4.6,"116 km SSW of La Esperanza (El Zapotal), Mexico",2021-09-12 09:32:30.403,-93.7074,14.5375,10.0
us7000fahl,5.0,"46 km WNW of Pariaman, Indonesia",2021-09-12 09:02:20.429,99.7137,-0.5281,87.02
us7000fagp,4.7,"Izu Islands, Japan region",2021-09-12 05:32:02.802,139.0553,29.8833,431.72
us7000fafu,4.8,South Shetland Islands,2021-09-12 03:58:21.380,-57.9657,-62.3576,10.0
us7000fafg,5.4,"206 km NW of Sola, Vanuatu",2021-09-12 02:57:42.184,166.198,-12.5686,42.77
us7000faf5,5.3,"234 km NNW of Kuril’sk, Russia",2021-09-12 02:32:25.648,146.771,47.1933,358.0
us7000faf4,4.5,"16 km E of Tsukumiura, Japan",2021-09-12 02:17:04.596,132.0425,33.0546,49.05
us7000fc32,4.6,"86 km SSW of Kirakira, Solomon Islands",2021-09-12 01:26:20.621,161.6555,-11.1904,10.0
us7000fbw6,4.5,South Sandwich Islands region,2021-09-11 23:00:00.733,-27.9913,-60.1252,10.0
us7000fady,4.5,"144 km WSW of Santiago de Cao, Peru",2021-09-11 21:24:25.963,-80.4281,-8.515,10.0
us7000fbw5,4.6,South Sandwich Islands region,2021-09-11 21:18:23.981,-25.7441,-58.1733,35.0
us7000fadk,4.6,"102 km SSE of Pondaguitan, Philippines",2021-09-11 20:14:36.755,126.5816,5.526,41.28
us7000fade,4.5,"127 km ESE of Tondano, Indonesia",2021-09-11 19:45:47.189,125.9976,0.9343,43.05
us7000fbvz,4.5,South Sandwich Islands region,2021-09-11 17:17:14.127,-25.3368,-57.1249,40.03
us7000fac1,4.8,"142 km SSW of Merizo Village, Guam",2021-09-11 14:19:10.175,144.3188,12.0218,10.0
us7000fbw0,4.7,South Sandwich Islands region,2021-09-11 13:17:43.953,-24.9721,-58.8816,10.0
us7000fab7,4.7,South Sandwich Islands region,2021-09-11 12:43:55.149,-25.8908,-57.4144,61.89
us7000fbvq,4.6,West Chile Rise,2021-09-11 10:56:00.333,-93.9972,-38.1621,10.0
us7000fa9t,4.8,"182 km NNW of Likisá, Timor Leste",2021-09-11 09:40:12.035,124.9878,-6.9777,538.69
us7000fa9j,5.5,South Sandwich Islands region,2021-09-11 09:23:03.696,-26.3833,-59.6064,41.08
us7000faa3,4.9,West Chile Rise,2021-09-11 09:22:03.148,-92.6427,-38.4893,10.0
us7000fa9c,5.2,South Sandwich Islands region,2021-09-11 09:10:47.231,-27.881,-56.0136,79.67
us7000fbvp,4.6,"33 km ENE of Neiafu, Tonga",2021-09-11 07:40:49.896,-173.7122,-18.498,31.84
us7000fbvk,4.6,"68 km S of Baise City, China",2021-09-11 07:05:45.004,106.7131,23.292,10.0
us7000fbvj,4.6,South Sandwich Islands region,2021-09-11 05:09:08.730,-26.7069,-60.3987,10.0
us7000fa83,5.0,"139 km SE of Kimbe, Papua New Guinea",2021-09-11 04:56:38.316,151.0825,-6.3793,10.0
us7000fbv7,4.6,"159 km ESE of Saipan, Northern Mariana Islands",2021-09-11 04:47:29.667,147.1198,14.6472,10.0
us7000fa7j,5.2,"267 km N of Bamboo Flat, India",2021-09-11 03:20:17.235,92.9896,14.1061,10.0
us7000fa6y,4.7,"15 km WNW of P?palkoti, India",2021-09-11 00:28:30.709,79.282,30.4791,10.0
us7000fa59,4.7,"77 km W of San Antonio de los Cobres, Argentina",2021-09-10 21:07:08.398,-67.0703,-24.0977,190.81
us7000fa4v,4.9,Kuril Islands,2021-09-10 20:10:39.871,151.9744,45.5346,10.0
us7000fa4u,5.0,"118 km ESE of Kokopo, Papua New Guinea",2021-09-10 20:09:34.383,153.2794,-4.696,59.44
us7000fa4s,4.8,Kuril Islands,2021-09-10 20:00:50.516,151.8407,45.5097,5.65
us7000fbut,5.0,South Sandwich Islands region,2021-09-10 19:28:34.183,-25.3422,-57.9837,35.2
us7000fbup,4.8,South Sandwich Islands region,2021-09-10 17:50:04.155,-25.3187,-58.0585,35.59
us7000fa3h,5.3,"87 km ENE of Port-Olry, Vanuatu",2021-09-10 17:45:16.609,167.8085,-14.6987,6.93
us7000fa2u,5.5,South Sandwich Islands region,2021-09-10 17:07:15.395,-26.5738,-60.5492,10.0
us7000fbuk,4.7,South Sandwich Islands region,2021-09-10 16:08:00.375,-25.1874,-57.959,57.55
us7000fbu8,4.5,Azores Islands region,2021-09-10 11:34:49.180,-34.5877,35.9542,10.0
us7000fbuf,4.6,southern East Pacific Rise,2021-09-10 08:55:00.002,-108.7601,-34.7983,10.0
us7000f9x2,4.7,"51 km ESE of Hualien City, Taiwan",2021-09-10 05:45:02.882,122.0885,23.8388,33.45
us7000fbtz,4.7,"150 km SSE of Kokopo, Papua New Guinea",2021-09-10 05:10:03.671,152.9314,-5.5284,10.0
us7000f9wt,4.9,West Chile Rise,2021-09-10 04:21:29.955,-83.6033,-42.7311,10.0
us7000f9w1,4.7,"82 km ESE of Katsuren-haebaru, Japan",2021-09-10 02:01:26.184,128.6551,26.0873,10.0
us7000f9vl,4.8,"54 km NE of Anse-Bertrand, Guadeloupe",2021-09-10 00:43:18.950,-61.1442,16.8123,41.42
us7000f9vi,4.6,south of the Fiji Islands,2021-09-10 00:21:01.106,178.4531,-26.2374,617.27
us7000f9v9,5.0,"51 km S of Zangguy, China",2021-09-09 23:48:23.618,78.7332,36.8193,10.0
us7000f9v7,4.5,"30 km SE of Jurm, Afghanistan",2021-09-09 23:43:15.564,71.0931,36.6814,214.33
us7000f9un,4.5,"221 km ENE of Levuka, Fiji",2021-09-09 21:56:46.353,-178.6408,-17.6618,559.54
us7000fbj3,4.6,West Chile Rise,2021-09-09 21:41:08.880,-93.7903,-38.0877,10.0
us7000fbj2,4.9,South Sandwich Islands region,2021-09-09 20:57:18.808,-26.8767,-60.2763,10.0
us7000f9t5,5.1,"154 km S of False Pass, Alaska",2021-09-09 19:23:23.982,-163.5246,53.4698,10.39
us7000fbiy,4.7,South Sandwich Islands region,2021-09-09 18:24:26.665,-25.6053,-59.3265,41.03
us7000f9sk,4.7,"168 km WSW of Puerto Santa, Peru",2021-09-09 17:58:20.613,-79.9269,-9.8255,10.0
us7000f9r9,4.6,West Chile Rise,2021-09-09 16:27:24.360,-93.7449,-37.9459,10.0
us7000fbix,4.9,South Sandwich Islands region,2021-09-09 15:04:16.681,-25.8672,-59.0951,39.02
us7000fbit,4.6,West Chile Rise,2021-09-09 13:36:19.709,-93.9062,-38.0812,10.0
us7000fbik,4.5,West Chile Rise,2021-09-09 13:07:57.578,-94.3655,-37.9514,10.0
us7000f9ne,5.1,South Sandwich Islands region,2021-09-09 12:58:57.591,-25.3085,-59.3497,10.0
us7000f9nf,4.5,West Chile Rise,2021-09-09 11:52:31.172,-93.898,-38.0692,10.0
us7000f9m4,5.0,Fiji region,2021-09-09 07:18:08.731,-179.3574,-21.7418,586.43
us7000fbij,4.5,"91 km ESE of Katsuren-haebaru, Japan",2021-09-09 06:44:53.150,128.7383,26.0574,10.0
us7000f9lz,5.1,West Chile Rise,2021-09-09 06:42:47.678,-93.6865,-38.2199,10.0
us7000f9m6,4.6,Owen Fracture Zone region,2021-09-09 06:40:42.064,57.5577,13.0006,10.0
us7000fbi6,4.5,West Chile Rise,2021-09-09 06:27:07.341,-93.7174,-38.2044,10.0
us7000fbi3,4.6,West Chile Rise,2021-09-09 06:10:22.498,-93.6987,-38.0804,10.0
us7000fbi2,4.7,West Chile Rise,2021-09-09 05:48:27.666,-93.704,-38.1423,10.0
us7000f9lc,4.5,"52 km S of Pondaguitan, Philippines",2021-09-09 05:19:51.742,126.2337,5.8923,96.3
us7000fbi0,4.5,West Chile Rise,2021-09-09 05:08:26.561,-93.933,-38.1871,10.0
us7000f9l5,5.8,"223 km WNW of Pangai, Tonga",2021-09-09 04:59:43.415,-176.3956,-19.2383,10.0
us7000f9ky,5.1,South Sandwich Islands region,2021-09-09 04:37:01.763,-24.9997,-58.6382,10.0
us7000fbib,4.5,West Chile Rise,2021-09-09 04:12:27.742,-93.7238,-37.9652,10.0
us7000f9kh,5.4,"Izu Islands, Japan region",2021-09-09 04:11:49.846,142.1808,29.3592,10.0
us7000fbhy,4.5,West Chile Rise,2021-09-09 04:04:41.792,-94.1127,-38.0142,10.0
us7000fbjh,4.6,South Sandwich Islands region,2021-09-09 04:04:31.687,-25.1145,-58.7822,35.0
us7000f9k0,5.0,South Sandwich Islands region,2021-09-09 03:54:18.326,-25.3526,-58.8107,35.0
us7000fbhv,4.5,West Chile Rise,2021-09-09 03:53:57.015,-93.7763,-38.1097,10.0
us7000fbhx,4.5,"183 km SE of Port Blair, India",2021-09-09 03:52:36.295,93.729,10.3157,10.0
us7000f9jy,5.3,South Sandwich Islands region,2021-09-09 03:47:14.462,-25.1291,-58.7042,43.83
us7000f9jw,4.5,"79 km W of San Antonio de los Cobres, Argentina",2021-09-09 03:45:38.665,-67.0984,-24.1699,209.99
us7000fbia,4.8,"188 km SE of Port Blair, India",2021-09-09 03:44:28.824,93.728,10.263,10.0
us7000f9jl,4.6,West Chile Rise,2021-09-09 03:08:20.738,-94.0458,-38.1168,10.0
us7000f9ji,4.7,"205 km SE of Port Blair, India",2021-09-09 03:02:19.261,93.8015,10.1311,10.0
us7000fbhn,4.5,West Chile Rise,2021-09-09 02:35:28.736,-94.1646,-38.1095,10.0
us7000f9pc,4.7,West Chile Rise,2021-09-09 02:25:35.988,-93.9108,-38.2903,10.0
us7000f9j2,5.0,"91 km SW of Nabire, Indonesia",2021-09-09 02:16:32.628,134.9263,-3.9562,16.34
us7000fbhl,4.7,West Chile Rise,2021-09-09 02:04:45.687,-93.8546,-38.4737,10.0
us7000f9iw,4.6,West Chile Rise,2021-09-09 01:43:33.032,-93.6231,-38.3436,10.0
us7000fbjc,4.9,West Chile Rise,2021-09-09 01:23:49.230,-94.1752,-38.2585,10.0
us7000f9ib,4.8,"81 km NNE of Mâncio Lima, Brazil",2021-09-09 01:14:22.546,-72.7474,-6.8951,15.39
us7000f9ij,4.9,West Chile Rise,2021-09-09 01:12:10.342,-93.7371,-38.3594,10.0
us7000f9qf,4.6,West Chile Rise,2021-09-09 00:35:31.326,-93.7177,-38.2777,10.0
us7000f9hs,5.4,West Chile Rise,2021-09-08 23:48:44.806,-93.7086,-38.2036,10.0
us7000f9hh,5.3,West Chile Rise,2021-09-08 23:13:47.723,-93.8455,-38.1899,10.0
us7000fbgg,4.5,West Chile Rise,2021-09-08 23:04:32.093,-93.8701,-38.2233,10.0
us7000fbgf,4.5,West Chile Rise,2021-09-08 22:54:17.900,-93.7674,-38.4859,10.0
us7000f9qi,4.8,West Chile Rise,2021-09-08 22:49:13.651,-93.9144,-38.1816,10.0
us7000fbgd,4.7,West Chile Rise,2021-09-08 22:17:26.692,-93.8529,-38.1867,10.0
us7000f9gi,4.7,West Chile Rise,2021-09-08 21:56:48.808,-93.7892,-38.1797,10.0
us7000f9gr,4.7,South Sandwich Islands region,2021-09-08 21:42:17.056,-25.5275,-58.3964,53.75
us7000fbg7,4.5,West Chile Rise,2021-09-08 21:25:30.487,-93.7481,-38.2681,10.0
us7000f9g6,5.2,West Chile Rise,2021-09-08 21:17:34.251,-93.5593,-38.2361,10.0
us7000f9ay,5.5,West Chile Rise,2021-09-08 16:37:27.395,-93.8805,-38.1626,10.0
us7000fbg3,4.6,"208 km SSE of Katsuura, Japan",2021-09-08 15:49:48.549,141.1856,33.4062,32.02
us7000f9ah,4.5,"35 km E of Kifr?, Iraq",2021-09-08 15:43:01.607,45.35,34.6514,10.0
us7000f9as,4.9,West Chile Rise,2021-09-08 15:37:17.176,-93.8539,-38.2073,10.0
us7000f9af,4.9,West Chile Rise,2021-09-08 15:33:58.062,-93.8049,-38.1845,10.0
us7000fbg2,4.5,South Sandwich Islands region,2021-09-08 15:21:42.930,-24.852,-60.5529,10.0
us7000f978,4.6,southeast of Easter Island,2021-09-08 10:33:15.136,-98.181,-36.2927,10.0
us7000f96s,4.6,"2 km SW of Tuncingo, Mexico",2021-09-08 09:50:19.625,-99.8069,16.8307,19.82
us7000fbfx,4.7,"124 km E of Hihifo, Tonga",2021-09-08 09:42:46.245,-172.6458,-15.8251,10.0
us7000fbfv,4.6,"94 km SW of Panguna, Papua New Guinea",2021-09-08 09:00:39.271,154.977,-6.9996,10.0
us7000f957,4.5,"24 km S of Acapulco de Juárez, Mexico",2021-09-08 05:42:56.731,-99.915,16.6312,10.0
us7000f950,5.4,"66 km W of Murghob, Tajikistan",2021-09-08 05:20:04.327,73.2166,38.1145,35.0
us7000f94z,4.5,"88 km ESE of Pondaguitan, Philippines",2021-09-08 05:15:18.245,126.9303,6.0972,57.64
us7000fbfq,4.6,"7 km SSE of Saysain, Philippines",2021-09-08 03:40:40.668,120.4117,14.4991,74.17
us7000fbfn,5.1,"221 km W of Agat Village, Guam",2021-09-08 03:03:49.782,142.6199,13.2713,10.0
us7000f94k,4.7,"2 km WNW of Texca, Mexico",2021-09-08 02:58:19.285,-99.8449,17.018,10.0
us7000fbft,4.6,"Izu Islands, Japan region",2021-09-08 02:31:57.426,141.912,30.6161,14.12
us7000fbfl,4.6,South Sandwich Islands region,2021-09-08 02:29:06.560,-23.7408,-58.8756,10.0
us7000f942,4.8,"259 km ESE of Ust’-Kamchatsk Staryy, Russia",2021-09-08 02:28:30.267,166.422,55.5151,10.0
us7000f93y,4.9,"5 km WSW of Los Órganos de San Agustín, Mexico",2021-09-08 02:18:01.352,-99.8712,16.922,10.0
us7000fbfk,4.5,"42 km S of Acajutla, El Salvador",2021-09-08 02:00:50.955,-89.8797,13.208,41.87
us7000f93v,7.0,"Acapulco, Mexico",2021-09-08 01:47:47.437,-99.753,16.9465,20.0
us7000f93t,4.5,"15 km SSE of Mandráki, Greece",2021-09-08 01:40:02.143,27.1703,36.4786,9.76
us7000f93s,4.6,"Pagan region, Northern Mariana Islands",2021-09-08 01:33:30.951,145.6625,18.6982,178.14
us7000f93a,4.6,"186 km NE of Lospalos, Timor Leste",2021-09-08 00:12:59.800,128.3549,-7.5145,133.36
us7000f904,4.5,"10 km S of Kamaishi, Japan",2021-09-07 18:41:23.076,141.8615,39.1866,74.52
us7000f8zw,4.6,"31 km ENE of Barcelona, Philippines",2021-09-07 18:29:22.778,126.6729,8.3118,74.46
us7000f8um,4.7,"68 km W of Murghob, Tajikistan",2021-09-07 13:34:12.648,73.1869,38.1266,38.59
us7000f8ul,4.5,"near the east coast of Honshu, Japan",2021-09-07 13:25:10.499,141.3875,35.3614,35.0
us7000f8ug,4.6,"67 km ENE of Estique, Peru",2021-09-07 13:22:14.478,-69.4032,-17.3893,169.0
us7000fb40,4.6,Kermadec Islands region,2021-09-07 13:05:52.713,-176.5234,-30.0645,10.0
us7000f8tq,4.6,Western Turkey,2021-09-07 11:15:00.102,31.0332,36.1165,48.62
us7000f8tm,4.9,South Sandwich Islands region,2021-09-07 10:22:08.057,-26.002,-59.4628,35.0
us7000f8tc,6.0,"185 km WNW of Pangai, Tonga",2021-09-07 09:49:56.991,-176.0683,-19.3855,10.0
us7000f8t2,4.9,south of the Fiji Islands,2021-09-07 08:45:56.847,179.5761,-24.2774,541.84
us7000fb3j,4.8,Kermadec Islands region,2021-09-07 04:36:33.060,-176.7293,-29.9316,10.0
us7000f8rv,4.8,"6 km S of Hihifo, Tonga",2021-09-07 03:53:59.579,-173.793,-16.013,82.42
us7000fb3i,4.7,"106 km NE of Hihifo, Tonga",2021-09-07 03:27:59.495,-173.0254,-15.3485,10.0
us7000fb3g,4.6,Fiji region,2021-09-07 02:57:14.310,-178.7932,-21.786,559.66
us7000f8rm,4.8,"210 km WSW of Bandar Lampung, Indonesia",2021-09-07 02:49:59.314,103.5474,-6.2437,35.0
us7000f8rg,4.9,"Mindanao, Philippines",2021-09-07 02:29:30.997,126.7069,5.505,44.07
us7000f8r2,4.6,"10 km S of Ruteng, Indonesia",2021-09-07 01:53:43.126,120.4493,-8.7051,125.71
us7000f8r4,5.0,South Sandwich Islands region,2021-09-07 01:52:54.733,-25.2634,-58.5202,35.24
us7000f8r0,4.5,"37 km N of Cyangugu, Rwanda",2021-09-07 01:48:21.527,28.8862,-2.1446,10.0
us7000f8qn,4.6,"187 km SSW of Abepura, Indonesia",2021-09-07 00:36:26.767,139.9331,-4.1349,71.7
us7000fb3c,4.6,"Kermadec Islands, New Zealand",2021-09-07 00:02:38.365,-177.485,-30.0008,10.0
us7000f8qf,4.7,"201 km NW of Tobelo, Indonesia",2021-09-06 23:53:49.330,126.8808,3.1596,39.56
us7000fb2q,4.6,"120 km SE of Pondaguitan, Philippines",2021-09-06 21:16:25.590,126.8831,5.5296,10.0
us7000f8p7,4.6,"41 km SSE of Kushima, Japan",2021-09-06 20:59:21.975,131.4674,31.1673,45.94
us7000fb2s,4.6,South Sandwich Islands region,2021-09-06 17:48:31.156,-25.1246,-56.5996,10.0
us7000f8n5,5.1,north of Svalbard,2021-09-06 17:31:23.429,32.9475,86.0617,10.0
us7000fb2b,4.5,"112 km SSE of Pondaguitan, Philippines",2021-09-06 16:50:16.654,126.707,5.498,52.71
us7000fb2a,4.6,Kermadec Islands region,2021-09-06 16:03:20.251,-177.1779,-28.4649,60.13
us7000fb26,4.6,"212 km SE of Kokopo, Papua New Guinea",2021-09-06 15:44:34.632,153.6072,-5.7238,10.0
us7000fb29,4.5,"201 km SSW of Colonia, Micronesia",2021-09-06 15:34:50.721,137.4056,7.8412,10.0
us7000f8ku,4.6,"34 km S of Mandráki, Greece",2021-09-06 15:04:39.119,27.1498,36.2989,10.0
us7000f8kt,4.6,"138 km NE of Kashgar, China",2021-09-06 15:00:17.776,77.3173,40.1795,10.0
us7000f8ks,4.7,"66 km ESE of Kushiro, Japan",2021-09-06 14:50:02.419,145.0948,42.697,49.73
us7000f8ki,5.2,"62 km ESE of Hualien City, Taiwan",2021-09-06 14:00:23.395,122.2045,23.8395,27.47
us7000fb22,4.5,south of the Fiji Islands,2021-09-06 13:44:49.909,-179.3303,-23.1033,527.53
us7000fb1z,4.6,South Sandwich Islands region,2021-09-06 10:54:21.963,-25.0552,-58.8404,35.0
us7000f8jd,4.9,"110 km SSE of Pondaguitan, Philippines",2021-09-06 10:38:59.105,126.6961,5.5061,56.8
us7000f8jb,4.5,"89 km SE of Caburan, Philippines",2021-09-06 10:27:24.779,126.3119,5.4654,71.67
us7000fb24,4.5,South Sandwich Islands region,2021-09-06 09:54:19.043,-25.1213,-58.7493,13.83
us7000fb1t,4.5,South Sandwich Islands region,2021-09-06 09:45:50.723,-24.9973,-58.7049,35.0
us7000fb1v,4.5,Vanuatu,2021-09-06 09:25:01.869,167.593,-17.5447,10.0
us7000f8i6,4.5,"242 km ENE of Kuril’sk, Russia",2021-09-06 09:06:42.553,150.7102,46.1241,105.68
us7000fb1r,4.5,South Sandwich Islands region,2021-09-06 08:42:30.221,-24.5738,-58.6012,10.0
us7000fb1p,4.9,South Sandwich Islands region,2021-09-06 08:23:24.405,-25.1106,-58.6632,28.97
us7000f8gz,5.6,South Sandwich Islands region,2021-09-06 08:19:42.348,-25.2241,-58.7813,28.0
us7000f8gn,5.3,"86 km NW of Orlik, Russia",2021-09-06 07:47:20.425,99.0977,53.1609,10.0
us7000fb1j,4.6,"98 km WSW of Luganville, Vanuatu",2021-09-06 06:22:19.708,166.3183,-15.883,10.0
us7000fb1i,4.6,south of the Fiji Islands,2021-09-06 04:56:57.313,-177.2754,-26.6517,147.13
us7000f8fb,5.2,southern Mid-Atlantic Ridge,2021-09-06 04:32:06.575,-12.6837,-28.3753,10.0
us7000fb1m,4.6,Kuril Islands,2021-09-06 03:42:05.266,151.872,45.6884,10.0
us7000fb1f,4.6,"151 km SE of Tondano, Indonesia",2021-09-06 03:16:48.397,125.8924,0.3492,10.0
us7000fatj,4.5,"118 km WSW of Ternate, Indonesia",2021-09-05 23:00:55.264,126.4122,0.3536,10.0
us7000fati,4.5,"201 km ESE of Kokopo, Papua New Guinea",2021-09-05 21:42:11.354,153.868,-5.2054,60.9
us7000f8cs,4.6,"44 km SW of Émponas, Greece",2021-09-05 21:27:51.422,27.4849,35.9687,10.0
us7000fath,4.5,"66 km E of Hihifo, Tonga",2021-09-05 21:26:29.469,-173.1814,-15.8687,35.0
us7000f8cf,4.9,South Sandwich Islands region,2021-09-05 21:00:43.064,-25.89,-59.4316,35.0
us7000fatl,4.7,Kermadec Islands region,2021-09-05 20:41:52.607,-176.7495,-28.7715,54.55
us7000f8c8,4.7,"161 km NNW of Sola, Vanuatu",2021-09-05 20:29:25.796,167.0588,-12.4973,220.77
us7000f8bb,5.9,"83 km SSE of ‘Ohonua, Tonga",2021-09-05 17:51:44.857,-174.5918,-22.0113,10.0
us7000fata,4.5,"38 km WSW of Harrison, Philippines",2021-09-05 16:10:29.706,120.1049,13.3134,10.0
us7000f8ag,4.6,"204 km SE of Sarangani, Philippines",2021-09-05 15:23:13.732,126.8558,4.1856,60.95
us7000fat5,4.8,"249 km ESE of Tadine, New Caledonia",2021-09-05 13:56:25.093,170.181,-22.2235,10.0
us7000fat4,4.6,"Kermadec Islands, New Zealand",2021-09-05 13:49:20.014,-177.1317,-29.7198,18.06
us7000f89t,4.6,South Sandwich Islands region,2021-09-05 13:47:45.776,-24.9743,-58.6473,35.0
us7000f89g,4.8,"85 km ENE of Port-Olry, Vanuatu",2021-09-05 12:52:18.574,167.8124,-14.7571,10.0
us7000f892,4.7,"142 km NNW of Ambon, Indonesia",2021-09-05 12:16:55.892,127.5086,-2.5993,35.0
us7000f88e,4.5,"109 km W of San Antonio de los Cobres, Argentina",2021-09-05 10:51:57.939,-67.3902,-24.1073,217.23
us7000f87s,5.0,South Sandwich Islands region,2021-09-05 10:29:00.935,-25.2582,-59.2899,10.0
us7000f87p,4.7,South Sandwich Islands region,2021-09-05 10:17:57.754,-25.0818,-58.5773,35.0
us7000f875,5.6,South Sandwich Islands region,2021-09-05 09:59:04.002,-25.1796,-58.7253,27.0
us7000f86y,4.6,"40 km W of Bulata, Philippines",2021-09-05 09:00:26.018,122.0354,9.8614,35.0
us7000f86s,5.5,"291 km SSE of Cabo San Lucas, Mexico",2021-09-05 08:42:13.442,-109.2259,20.3395,10.0
us7000f85x,4.6,"112 km E of Mutsu, Japan",2021-09-05 05:48:59.275,142.5583,41.2635,48.51
us7000f85q,5.5,South Sandwich Islands region,2021-09-05 05:26:35.257,-25.6617,-56.7669,19.75
us7000f85f,5.3,south of the Kermadec Islands,2021-09-05 05:09:20.869,-179.7767,-32.0943,231.18
us7000fasm,4.5,"78 km ESE of Katsuren-haebaru, Japan",2021-09-05 03:25:52.401,128.634,26.1381,10.0
us7000f83q,4.9,"57 km SE of Inarajan Village, Guam",2021-09-05 03:08:44.989,145.054,12.8524,10.0
us7000f82y,4.9,South Sandwich Islands region,2021-09-05 02:03:22.017,-23.9393,-58.6072,10.0
us7000f82k,4.9,"142 km SSW of Padang, Indonesia",2021-09-05 01:40:12.152,99.68,-2.0443,35.0
us7000fatn,4.5,"245 km N of Saipan, Northern Mariana Islands",2021-09-05 01:00:57.856,145.5904,17.4235,10.0
us7000f81y,4.9,"167 km WNW of Panguna, Papua New Guinea",2021-09-04 23:41:38.413,154.2205,-5.4895,165.8
us7000f81v,4.6,South Sandwich Islands region,2021-09-04 23:31:55.283,-26.0002,-59.4569,35.0
us7000f81r,5.2,"116 km SSW of Merizo Village, Guam",2021-09-04 23:03:08.782,144.3402,12.2646,8.73
us7000fa1w,4.6,southern East Pacific Rise,2021-09-04 21:53:34.184,-115.7343,-24.3888,10.0
us7000fa1n,4.6,"92 km NNE of Hihifo, Tonga",2021-09-04 20:16:05.245,-173.6218,-15.1373,10.0
us7000f7zj,5.4,"62 km W of Panguna, Papua New Guinea",2021-09-04 18:43:39.939,154.9238,-6.398,60.63
us7000fa1t,4.5,"92 km NW of Zangguy, China",2021-09-04 17:55:25.615,77.9175,37.7689,10.0
us7000f7zb,4.6,"88 km WNW of Zangguy, China",2021-09-04 17:52:06.665,77.9281,37.7135,10.0
us7000fa1r,4.5,South Sandwich Islands region,2021-09-04 17:11:24.206,-23.7523,-58.2147,10.0
us7000fa1h,4.5,South Sandwich Islands region,2021-09-04 16:38:29.421,-25.3134,-58.7079,27.58
us7000f7yd,5.1,South Sandwich Islands region,2021-09-04 16:13:08.125,-25.6733,-59.0945,44.78
us7000f7y6,4.7,"162 km ESE of Gorontalo, Indonesia",2021-09-04 15:52:50.463,124.3771,-0.0995,61.31
us7000fa1f,4.7,Kermadec Islands region,2021-09-04 14:41:44.734,-176.9158,-28.8419,46.46
us7000f7xi,4.7,South Sandwich Islands region,2021-09-04 13:55:53.740,-25.3558,-58.0497,25.96
us7000f7wc,4.5,"42 km NW of Sarupathar, India",2021-09-04 12:05:15.767,96.5587,26.5115,97.98
us7000fa1a,4.6,"Volcano Islands, Japan region",2021-09-04 09:41:38.801,142.8679,24.1888,10.0
us7000f7uh,5.1,"79 km NW of Port-Vila, Vanuatu",2021-09-04 07:53:47.059,167.7695,-17.247,10.0
us7000fa19,4.7,South Sandwich Islands region,2021-09-04 07:46:20.162,-25.6378,-59.0267,55.64
us7000f7ug,4.9,South Sandwich Islands region,2021-09-04 07:44:29.044,-25.5482,-58.9817,44.8
us7000f7u8,4.9,"129 km SSW of Kencong, Indonesia",2021-09-04 07:29:02.581,113.0671,-9.4114,50.95
us7000f7su,4.9,"40 km SSW of Hastings, New Zealand",2021-09-04 04:54:24.675,176.6484,-39.9634,17.37
us7000f7sh,4.8,"north of Halmahera, Indonesia",2021-09-04 03:46:06.345,128.794,3.6821,10.0
us7000f7rl,4.6,south of the Fiji Islands,2021-09-04 02:15:12.790,-179.5159,-22.4263,576.0
us7000fa18,4.5,South Sandwich Islands region,2021-09-04 01:57:32.736,-25.6356,-59.6862,10.0
us7000f7rd,4.8,"89 km WNW of Zangguy, China",2021-09-04 01:54:08.756,77.9238,37.7236,10.0
us7000fa11,4.5,"89 km WNW of Zangguy, China",2021-09-04 01:39:06.654,77.9128,37.7198,10.0
us7000f7r8,4.6,"79 km WNW of Zangguy, China",2021-09-04 01:28:02.881,77.9615,37.6047,10.0
